gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,Cluster,PCA1,PCA2
Male,0,0,0,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.7,180.7,0,0-12,1,-1.8863843265453202,-0.5519979288678541
Female,0,0,1,10,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,0,Mailed check,40.25,411.45,0,0-12,1,-1.4637777215878223,-0.041676446668598294
Female,0,1,0,70,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.85,1328.35,0,49-72,2,-0.13746853250640845,-2.0875082483066953
Male,0,0,0,9,1,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),68.25,576.95,0,0-12,3,-0.9862556880335989,0.7160874921943321
Female,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.15,68.45,0,0-12,1,-2.0276088671565375,-0.41347065473502265
Female,0,0,0,2,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,50.95,123.05,0,0-12,1,-1.5605319729737657,0.44575829453053717
Female,0,0,1,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,78.65,78.65,1,0-12,3,-1.1494449921110939,1.201271313454431
Male,0,0,0,19,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),25.15,468.35,0,13-24,1,-1.482882107815254,-0.6635006199699887
Male,0,1,1,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.25,174.7,0,0-12,1,-1.9254858497274592,-0.48788886344519367
Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,42.9,42.9,1,0-12,1,-1.7371309638420365,0.2606185658978477
Male,1,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.0,44.0,0,0-12,1,-1.7190483185580074,0.28956172736112723
Female,0,1,1,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.25,172.35,0,0-12,1,-1.8799545518862253,-0.537286750049366
Female,0,0,0,3,0,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Mailed check,34.25,139.35,1,0-12,1,-1.8022657061795355,-0.019270493446429834
Female,0,0,0,9,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Mailed check,58.5,539.85,1,0-12,3,-1.1545590553050753,0.4602821267670349
Female,0,0,0,5,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),55.8,300.4,0,0-12,1,-1.360855568525718,0.4945357022137779
Female,0,1,1,56,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,0,Bank transfer (automatic),88.9,4968.0,0,49-72,0,1.7218119572644508,-0.020563607241813286
Female,0,0,1,18,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,57.65,992.7,0,13-24,3,-0.8274078603542221,0.20312765763881532
Male,1,0,0,49,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.2,4718.25,1,49-72,0,1.6046151557616524,0.3515478437795191
Male,0,1,0,70,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Mailed check,79.15,5536.5,0,49-72,0,2.0547572729462305,-0.6389004699010261
Female,0,0,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.05,7806.6,0,49-72,0,3.2336991446681767,0.011718522294217474
Female,1,0,0,6,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,74.4,434.1,1,0-12,3,-0.9982099792370184,0.9561090525100725
Male,1,1,0,17,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.8,1563.9,0,13-24,3,-0.08311049415502209,1.1909705005148628
Male,0,1,0,29,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,45.9,1332.4,0,25-48,1,-0.6632218360858004,-0.3875356950076687
Female,0,1,0,6,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.3,545.2,1,0-12,3,-0.4667187593581647,1.7669896950835877
Male,0,1,0,63,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,0,Electronic check,102.6,6296.75,0,49-72,0,2.4946743303818346,0.13139364694754446
Male,0,1,0,16,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),73.85,1284.2,1,13-24,3,-0.5265387474515355,0.6714312533532848
Male,0,0,0,59,1,No,DSL,No,No,Yes,No,No,Yes,One year,1,Bank transfer (automatic),61.35,3645.5,0,49-72,2,0.9582749510494317,-0.7847884473370063
Female,0,0,0,3,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,0,Electronic check,57.55,161.45,0,0-12,1,-1.4195945203560791,0.5938305956357872
Female,0,0,0,8,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,29.25,226.95,0,0-12,1,-1.7417355523588296,-0.2769760933969613
Female,1,1,0,7,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.55,646.85,1,0-12,3,-0.7487966519737934,1.1929906996699928
Female,0,0,0,68,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,1441.65,0,49-72,2,-0.15447984428903608,-2.0476819829731157
Female,0,1,1,68,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),111.75,7511.3,0,49-72,0,3.114344585201147,0.21604451407858588
Female,1,1,0,52,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,106.5,5621.85,0,49-72,0,2.1053888915885643,0.524320707609434
Male,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),107.7,7919.8,0,49-72,0,3.2612648199232135,-0.0005475601364183224
Female,0,1,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.3,593.2,0,25-48,1,-1.2402616788161431,-1.142441690393139
Female,0,1,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.05,1423.65,0,49-72,2,-0.06005449772598849,-2.134267206362869
Male,0,1,1,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),69.95,69.95,0,0-12,3,-1.2924622775393233,0.972357218244857
Male,0,1,1,42,1,No,DSL,Yes,No,No,Yes,No,Yes,One year,0,Credit card (automatic),63.7,2763.35,0,25-48,2,0.344487793564336,-0.27872380143984365
Female,0,0,0,25,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.75,692.1,1,25-48,1,-1.285022160583181,-0.8284432318005432
Male,0,0,0,45,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),50.9,2298.55,0,25-48,2,0.07077142770510277,-0.6775403276379801
Female,0,1,1,43,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),60.4,2640.55,0,25-48,2,0.2782851229161294,-0.3870667860276844
Male,0,1,0,37,1,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,0,Mailed check,79.25,2911.8,0,25-48,3,0.5235556434317912,0.25050231333723105
Female,1,0,0,20,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),85.8,1727.5,1,13-24,3,-0.11108168936557637,0.8753245012971131
Female,0,0,0,4,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.45,86.6,1,0-12,1,-1.952858124711229,-0.30070206307551606
Male,0,1,0,63,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),110.1,6705.7,0,49-72,0,2.7357635136531617,0.31792589521230896
Male,0,0,0,3,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,90.7,237.65,0,0-12,3,-0.8620170835731727,1.4649132794882849
Male,0,1,1,66,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.3,1672.35,0,49-72,2,-0.0409774475954863,-1.8542998864004379
Male,0,0,0,28,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.7,2979.5,1,25-48,3,0.7624712659552795,1.1679184706574186
Female,1,0,0,8,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,85.2,695.75,0,0-12,3,-0.7008429092912268,1.1840639565801985
Male,0,0,1,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.35,1654.6,0,49-72,2,0.05402821848245015,-2.002496856247266
Male,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.25,24.25,1,0-12,1,-2.043713995248528,-0.23009958072957248
Female,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.1,1857.85,0,49-72,2,0.1488877791736643,-2.0129449876602163
Male,1,1,0,16,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),54.55,825.1,0,13-24,1,-0.9728585292303384,0.1754502439465482
Male,0,1,0,66,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,0,Mailed check,96.6,6424.25,0,49-72,0,2.5045462353079713,-0.10426384105621987
Female,0,0,0,11,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.5,837.95,1,0-12,3,-0.7302499561303748,0.8768957354462107
Male,0,0,0,51,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,1,Credit card (automatic),81.15,4126.2,0,49-72,0,1.2341220842675997,-0.07837488629050973
Female,0,0,1,8,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,38.5,330.8,0,0-12,1,-1.5619182432566545,-0.03613715667101342
Male,0,0,0,14,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,92.9,1337.45,0,13-24,3,-0.24956568591970665,1.2212146344742074
Female,0,0,0,4,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,93.5,362.2,1,0-12,3,-0.757152710458641,1.5105785577752167
Female,0,0,0,70,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Mailed check,84.7,5991.05,0,49-72,0,2.27774356636488,-0.5049566532121377
Female,0,0,1,70,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Electronic check,66.0,4891.5,0,49-72,0,1.6531822327904773,-0.9678926911024738
Female,1,1,0,54,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),101.5,5373.1,1,49-72,0,1.9978917760974437,0.3498617577637715
Male,0,0,1,28,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),74.9,2068.55,1,25-48,3,-0.0021072915668180125,0.3812045852069082
Male,0,0,0,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.75,487.05,0,13-24,1,-1.4328822417859155,-0.903548022172463
Female,0,1,0,69,1,No,DSL,No,Yes,No,No,No,Yes,Two year,1,Credit card (automatic),61.45,4131.2,0,49-72,0,1.3335139001675853,-1.0425359095347009
Male,0,1,1,42,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,54.5,2301.15,0,25-48,2,0.060326265909064695,-0.5085986057234719
Female,1,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.6,131.65,1,0-12,3,-1.2568979367614699,0.9367469985481626
Female,1,0,0,39,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.75,4036.0,0,25-48,0,1.2306325534517863,0.7107235890027918
Male,0,1,1,45,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),109.75,4900.65,0,25-48,0,1.7844647939467375,0.8024516382455137
Male,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),80.85,5727.45,0,49-72,0,2.184456116857687,-0.6487261052125297
Female,0,0,0,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.3,743.05,0,25-48,2,-1.0414829122976783,-1.2685203899288902
Male,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),67.8,4804.65,0,49-72,0,1.7029801013601678,-0.9676057469583046
Male,0,0,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,24.05,24.05,1,0-12,1,-2.047001748936533,-0.23536197372289605
Male,0,1,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.8,1414.65,0,49-72,2,-0.06673172296526997,-2.1406096376876778
Male,0,1,0,55,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.7,1443.65,0,49-72,2,-0.35584204470200415,-1.565571136790898
Female,0,1,1,51,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,56.15,2898.95,0,49-72,2,0.4703738213045778,-0.7038080778813907
Male,0,0,0,63,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),86.7,5309.5,0,49-72,0,1.9482723916001454,-0.2608167531384989
Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.4,20.4,0,0-12,1,-2.1070032537426298,-0.3314006458510507
Female,0,1,1,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.65,451.55,0,13-24,1,-1.4841693921132986,-0.9068345210145962
Female,0,0,0,1,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,50.55,50.55,1,0-12,1,-1.6113743852758349,0.46190509789247314
Female,0,0,0,2,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,54.35,117.05,0,0-12,1,-1.5073984244394112,0.5354720340705628
Female,1,0,0,52,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),108.1,5839.3,0,49-72,0,2.195028295487346,0.5606089249216124
Female,0,0,0,36,1,Yes,DSL,Yes,No,No,No,No,No,One year,0,Mailed check,54.45,1893.5,0,25-48,2,-0.19876129312850244,-0.3505576962141474
Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.35,45.35,0,0-12,1,-1.6968559811639718,0.3250828800660612
Female,0,0,0,28,1,Yes,DSL,Yes,No,Yes,No,No,No,One year,0,Mailed check,59.0,1654.45,0,25-48,3,-0.3803284745720648,-0.026435662460844982
Female,0,1,1,7,1,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,0,Electronic check,69.45,477.05,0,0-12,3,-1.0424160411437706,0.7998447280038926
Male,0,0,0,14,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.55,1415.55,1,13-24,3,-0.10313679775837234,1.42060457262406
Male,1,1,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),64.95,4546.0,0,49-72,0,1.5810696142239782,-1.0357084212012724
Female,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.5,20.5,1,0-12,1,-2.105359376898627,-0.3287694493543889
Female,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,18.85,163.2,0,0-12,1,-1.882132496533072,-0.598645437852916
Male,0,0,0,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.8,849.9,0,25-48,2,-0.9257606051626242,-1.3834886586128332
Female,0,0,0,7,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),25.05,189.95,0,0-12,1,-1.8435133930780845,-0.3618727574489755
Male,0,0,0,4,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),74.8,321.9,1,0-12,3,-1.0708958192119726,1.0191263093799068
Male,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),114.3,8058.55,0,49-72,0,3.4085377776883785,0.16955378087055842
Female,0,1,0,20,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.45,482.8,1,13-24,1,-1.4668333135643228,-0.7070574262507073
Male,0,0,0,63,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),109.2,7049.75,0,49-72,0,2.8221881138220932,0.28495868179197265
Female,0,0,0,56,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),45.05,2560.1,0,49-72,2,0.3072831961107597,-1.110700365723036
Female,0,0,1,5,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,51.0,286.8,0,0-12,1,-1.4423438617850008,0.36847517634752613
Female,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),110.45,7982.5,0,49-72,0,3.3240627029732894,0.07019642157722221
Male,1,1,1,68,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,84.65,5683.6,0,49-72,0,2.1404996573253157,-0.44853554379996774
Male,0,1,1,67,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,0,Mailed check,60.05,3994.05,0,49-72,0,1.224445317921417,-1.0262569653676386
Male,0,1,1,8,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),44.65,369.15,0,0-12,1,-1.4513712954347608,0.12481456737969426
Male,0,1,1,52,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),93.25,4631.7,0,49-72,0,1.6009211395880902,0.20198642697504077
Female,0,1,1,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,401.95,0,13-24,1,-1.6045885951065488,-0.7660430229713822
Female,0,1,1,59,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.45,1534.05,0,49-72,2,-0.24091036582938788,-1.6735118313061785
Female,0,0,0,60,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.6,1093.0,0,49-72,2,-0.42552315522150297,-1.8141124386591398
Male,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.1,701.3,0,0-12,3,-0.5786313005138913,1.4430612062136077
Male,0,1,1,59,0,No phone service,DSL,Yes,No,Yes,No,No,No,One year,0,Mailed check,34.8,1980.3,0,49-72,2,0.04099271613402157,-1.4392568020305625
Male,0,0,0,46,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),60.75,2893.4,0,25-48,2,0.4274616579945712,-0.4588469113625241
Male,0,0,0,5,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,51.35,262.3,0,0-12,1,-1.4438820869181324,0.37835335424968336
Male,1,1,0,59,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),64.05,3886.85,0,49-72,0,1.0726872579862388,-0.7201708704020141
Female,0,1,0,70,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),84.8,5917.55,0,49-72,0,2.2577908216872107,-0.500344061300639
Female,0,0,0,14,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),71.0,914.0,1,13-24,3,-0.7274024779631768,0.6557927828034833
Female,0,0,0,44,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,50.15,2139.1,0,25-48,2,-0.011235795721855788,-0.6682713418659242
Female,0,1,0,64,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,1,Credit card (automatic),94.6,5948.7,0,49-72,0,2.2864929415898967,-0.09467811702222695
Female,0,1,1,58,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Mailed check,59.75,3624.35,0,49-72,2,0.9031258870128616,-0.8016307074927516
Female,1,1,0,46,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,0,Electronic check,100.25,4753.85,0,25-48,0,1.6111186630045287,0.5314536670383403
Male,1,1,0,58,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,98.9,5780.7,0,49-72,0,2.167958659017115,0.1714852974137443
Female,0,1,0,72,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,1,Credit card (automatic),97.7,6869.7,0,49-72,0,2.79167814035052,-0.23566653900134632
Female,1,0,0,30,0,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,40.3,1172.95,1,25-48,1,-0.7773130756307067,-0.5554714580880284
Male,1,0,0,11,1,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),60.25,662.95,0,0-12,3,-1.0439623300547898,0.45360003465858284
Female,1,0,0,34,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,56.25,1765.95,0,25-48,2,-0.2533478492777456,-0.2502527594073725
Male,0,0,0,54,0,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,0,Bank transfer (automatic),46.2,2431.95,0,49-72,2,0.2420261120933811,-1.02749955220123
Female,0,0,0,3,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,50.6,155.35,1,0-12,1,-1.5335945435102756,0.41093955615444355
Female,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.9,1859.2,0,49-72,2,0.14605484563998766,-2.0182491084102385
Female,0,1,1,40,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,84.85,3303.05,1,25-48,0,0.7981062312389935,0.3132754551710806
Female,0,1,1,2,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,65.7,134.35,1,0-12,3,-1.3190724801172051,0.8339526556982189
Male,0,1,1,54,1,Yes,DSL,No,No,Yes,No,No,Yes,Two year,0,Credit card (automatic),63.35,3409.1,0,49-72,2,0.805646054165987,-0.6020936410433491
Female,0,0,0,14,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),50.1,709.5,0,13-24,1,-1.1248469192208548,0.11081543508492406
Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.5,70.5,1,0-12,3,-1.2834209548973088,0.9868287989764966
Female,0,0,0,10,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,94.85,953.45,1,0-12,3,-0.42320203365283354,1.3818354801121042
Female,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,50.15,50.15,0,0-12,1,-1.6179498926518454,0.45138031190582617
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,19.75,1,0-12,1,-2.117688453228647,-0.34850342307935217
Male,0,0,0,56,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),64.65,3665.55,0,49-72,0,0.9481065830693434,-0.6242181650295126
Female,0,1,0,68,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),79.6,5515.8,0,49-72,0,2.00972776049867,-0.5770295524280625
Female,0,1,1,14,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.5,272.0,0,13-24,1,-1.7472708598058824,-0.6833764837319316
Male,0,1,1,68,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,1,Electronic check,99.55,6668.0,0,49-72,0,2.6699199778053604,-0.08258730458383758
Male,1,1,0,55,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.0,4052.4,0,49-72,0,1.189469351048613,-0.3636334447989057
Female,0,0,0,16,0,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,38.9,664.4,0,13-24,1,-1.272687618791187,-0.23242709738805561
Male,1,0,0,9,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.55,718.55,0,0-12,3,-0.7622633684619283,1.0099048726411166
Male,0,1,1,14,1,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,65.45,937.6,1,13-24,3,-0.8100840895803675,0.5089766262014929
Male,1,1,0,58,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.7,5812.6,1,49-72,0,2.1740900840090784,0.16535873603976484
Male,0,0,0,53,0,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),46.3,2546.85,0,49-72,2,0.2542455916526357,-1.0032283261798036
Male,0,1,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,1,Credit card (automatic),99.35,6944.5,0,49-72,0,2.7940458213556343,-0.1447599264437014
Female,1,1,1,14,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.8,1346.3,0,13-24,3,-0.20014733491572348,1.2973591521339438
Male,0,1,1,22,1,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,1,Bank transfer (automatic),67.5,1544.05,1,13-24,3,-0.4141506417992185,0.3488004163138294
Female,0,1,0,10,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),78.15,765.15,0,0-12,3,-0.7480824591708235,0.9470453316530947
Female,0,1,1,29,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,26.1,692.55,0,25-48,1,-1.1706521845476785,-0.8918201526106984
Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.6,69.6,1,0-12,3,-1.2982158464933327,0.9631480305065405
Male,0,1,0,49,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Electronic check,84.35,4059.35,1,49-72,0,1.2199503427419358,0.05717037826165157
Female,1,1,0,68,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.2,6851.65,1,49-72,0,2.7343032987379257,-0.07041109475927462
