CustomerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,Cluster,PCA1,PCA2
2777,Male,1,0,0,7,0,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,44.4,265.8,0,0-12,1,-1.5088442955573995,0.1457427206205896
2778,Male,0,1,1,38,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),85.4,3297.0,0,25-48,3,0.7589900364389731,0.3773858666504092
2779,Female,0,1,0,43,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,94.1,4107.3,0,25-48,0,1.2527748594487098,0.4610671031947218
2780,Female,0,0,1,4,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),98.1,396.3,1,0-12,3,-0.6728781210843933,1.6308194231877222
2781,Female,0,0,0,25,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,108.9,2809.05,0,25-48,3,0.6947895002381681,1.3309833402588072
2782,Male,0,0,1,27,1,No,DSL,Yes,Yes,No,No,No,No,One year,0,Mailed check,56.2,1567.55,0,25-48,3,-0.474145119421774,-0.0731145214185461
2783,Male,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,26.1,1851.45,0,49-72,2,0.1631551481672182,-1.9864338063067808
2784,Male,0,0,1,71,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Credit card (automatic),85.45,6028.95,0,49-72,0,2.3240840867217405,-0.5109533752250435
2785,Female,0,0,0,24,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),88.95,2072.75,0,13-24,3,0.1335253685295475,0.8500751686865292
2786,Female,0,0,0,50,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,109.65,5551.15,1,49-72,0,2.0892801686819,0.6586526742200092
2787,Male,0,0,0,57,1,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),74.35,4317.35,0,49-72,0,1.3190859857135613,-0.4110087402135493
2788,Female,0,0,0,15,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,48.85,736.8,0,13-24,1,-1.1139074540196772,0.0524263048856251
2789,Male,0,0,0,4,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,80.1,336.15,0,0-12,3,-0.9811441268790316,1.1583387795594644
2790,Female,0,0,0,28,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,56.05,1522.65,0,25-48,3,-0.4666316007509498,-0.1005871710797349
2791,Female,1,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.55,622.9,1,0-12,3,-0.8710568538813475,0.880785448546547
2792,Female,0,1,0,55,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),89.8,4959.6,0,49-72,0,1.7107674959936687,0.0280981034021094
2793,Male,0,0,0,3,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.95,329.95,1,0-12,3,-0.6694435821192454,1.73240204140444
2794,Male,0,0,0,10,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,94.9,1048.85,1,0-12,3,-0.394401319930677,1.3805841482951542
2795,Male,0,0,1,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.1,1001.5,0,49-72,2,-0.5921423797725388,-1.727504605938343
2796,Female,0,1,1,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,442.6,0,13-24,1,-1.544825172278925,-0.8139646296997692
2797,Female,0,1,1,62,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),106.05,6703.5,0,49-72,0,2.64661891939184,0.2360432086345798
2798,Male,1,1,0,32,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.9,3351.55,1,25-48,3,0.9511682335094652,1.0379090515780665
2799,Female,0,0,0,43,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.65,779.25,0,25-48,2,-0.9258029697008086,-1.4102680890901622
2800,Male,0,1,0,9,0,No phone service,DSL,No,No,No,No,No,No,One year,0,Bank transfer (automatic),24.1,259.8,1,0-12,1,-1.792134348294138,-0.4382362916762624
2801,Female,0,1,0,60,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),59.85,3483.45,0,49-72,2,0.9096166653125032,-0.8446647824607629
2802,Male,0,1,0,58,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,86.1,4890.5,0,49-72,0,1.7000848723989783,-0.1416872517543708
2803,Male,0,0,1,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.45,136.75,0,0-12,1,-1.949537876565487,-0.5079383153143954
2804,Male,0,1,1,2,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,97.1,184.15,0,0-12,3,-0.7974959957199595,1.6596530067963051
2805,Male,1,0,0,37,0,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,36.65,1315.0,0,25-48,2,-0.6327884623440696,-0.8285465687822645
2806,Female,1,1,1,65,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),103.9,6767.1,0,49-72,0,2.69990004058255,0.1035106925370112
2807,Female,0,1,1,39,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,757.95,0,25-48,2,-1.0228802730734536,-1.3081384778046223
2808,Male,0,1,0,66,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,104.05,6890.0,1,49-72,0,2.761495109688643,0.0794223425290524
2809,Male,0,0,0,68,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.55,1657.4,0,49-72,2,-0.0112523995222044,-1.923112731299332
2810,Female,0,1,1,62,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,0,Bank transfer (automatic),48.7,3008.55,0,49-72,2,0.6364660052363105,-1.1750196675132965
2811,Male,0,0,0,3,1,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,1,Mailed check,88.35,262.05,1,0-12,3,-0.8927988738405948,1.4023600214995198
2812,Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,109.55,8165.1,0,49-72,0,3.363112649002629,0.0415756251368504
2813,Female,0,1,0,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.65,875.55,0,25-48,2,-0.9276209614601768,-1.3370605568646046
2814,Male,0,1,1,29,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),94.65,2649.15,1,25-48,3,0.5102403548421128,0.8610366000223729
2815,Female,0,0,0,4,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,55.2,220.65,0,0-12,1,-1.4170544326370935,0.5056099065725347
2816,Male,0,0,0,53,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),24.05,1301.9,0,49-72,2,-0.4702967498138758,-1.555753076935401
2817,Male,1,1,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.4,74.4,1,0-12,3,-1.219309757981206,1.0894454623463057
2818,Female,0,1,1,41,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,0,Credit card (automatic),79.9,3326.2,1,25-48,0,0.7480902086511395,0.1575441691053054
2819,Male,0,1,0,39,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.45,790.0,0,25-48,2,-1.0021740307536906,-1.2905640798586306
2820,Male,0,1,0,63,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.25,1237.65,0,49-72,2,-0.3355430725788513,-1.927755803735054
2821,Male,0,0,0,15,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,26.35,378.6,0,13-24,1,-1.5822849863771349,-0.5305554823964149
2822,Female,0,1,0,13,1,No,DSL,No,No,No,No,No,No,One year,0,Electronic check,43.8,592.65,0,13-24,1,-1.283960539470007,-0.0272432372787321
2823,Male,0,0,0,1,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,50.15,50.15,0,0-12,1,-1.6179498926518454,0.4513803119058261
2824,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.45,20.45,0,0-12,1,-2.106181315320629,-0.3300850476027198
2825,Male,1,0,0,8,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.7,560.85,1,0-12,3,-0.990679643612826,0.7794428829200634
2826,Male,0,0,0,60,1,No,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Electronic check,61.4,3638.25,0,49-72,2,0.9800652652015576,-0.8080069004489698
2827,Female,1,1,0,12,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,98.1,1060.2,1,0-12,3,-0.2931849233262292,1.4151018776839437
2828,Male,0,1,0,40,1,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,0,Credit card (automatic),70.75,2921.75,0,25-48,3,0.458571234512368,-0.0478378106907271
2829,Female,0,0,0,66,1,No,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Bank transfer (automatic),61.15,4017.45,0,49-72,0,1.2259610728397925,-0.9731835695443708
2830,Male,0,1,1,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.25,854.9,0,25-48,2,-0.9170280421373892,-1.371770765534615
2831,Female,1,0,0,66,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,1,Credit card (automatic),63.85,4174.35,0,49-72,0,1.3155930171746273,-0.9062925028976534
2832,Male,0,0,0,49,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,98.7,4920.55,0,49-72,0,1.7043398619164742,0.4119489137519815
2833,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.5,20.5,1,0-12,1,-2.105359376898627,-0.3287694493543889
2834,Female,0,0,0,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.0,810.3,0,25-48,2,-0.9572618912491828,-1.352424228878253
2835,Female,0,1,1,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.3,772.4,0,25-48,2,-0.9796847128610896,-1.3698411381941256
2836,Female,0,1,1,23,1,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,84.4,1936.85,0,13-24,3,-0.0029237999882919,0.7586223945882123
2837,Male,0,0,0,3,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,25.1,79.8,0,0-12,1,-1.9674694282304,-0.2586681477699522
2838,Female,0,0,0,4,0,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,0,Mailed check,48.25,202.25,0,0-12,1,-1.534663673790157,0.3230499970314421
2839,Female,0,1,1,52,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.85,1070.5,0,49-72,2,-0.6291178408566767,-1.6354162726634436
2840,Female,1,1,0,4,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.6,347.65,1,0-12,3,-0.6629356011595688,1.67163746547534
2841,Female,0,0,0,11,1,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,94.2,999.9,0,0-12,3,-0.3969561371535772,1.3387341418690637
2842,Female,0,1,0,2,1,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Mailed check,62.15,113.1,0,0-12,3,-1.3826238608093748,0.7410216841270875
2843,Female,0,1,0,26,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),79.3,2015.8,0,25-48,3,0.0072327664489949,0.5479769250987473
2844,Male,0,1,1,24,1,No,DSL,Yes,No,Yes,No,No,No,One year,1,Credit card (automatic),56.25,1454.25,0,13-24,3,-0.5759150345597946,0.0054443141967644
2845,Female,0,0,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.3,246.7,0,0-12,1,-1.7879992934697089,-0.6121631189105504
2846,Male,1,1,0,60,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,99.0,6017.9,0,49-72,0,2.2853962117371927,0.1182723419246748
2847,Female,0,1,1,64,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,90.6,5817.45,0,49-72,0,2.183398600321194,-0.1965002626694313
2848,Male,0,1,0,66,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),85.9,5595.3,0,49-72,0,2.088550386367788,-0.3637736488323123
2849,Female,0,0,0,60,1,Yes,Fiber optic,No,No,Yes,No,No,No,One year,1,Bank transfer (automatic),79.2,4765.0,0,49-72,0,1.598077156429379,-0.3695081148758302
2850,Male,0,1,1,17,1,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,1,Bank transfer (automatic),70.35,1201.65,0,13-24,3,-0.584159832921557,0.5567369159279609
2851,Male,0,1,1,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.35,867.3,0,25-48,2,-0.9279202833769152,-1.3958095850781758
2852,Male,0,0,0,1,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,50.15,50.15,0,0-12,1,-1.6179498926518454,0.4513803119058261
2853,Female,0,1,1,47,1,No,DSL,No,Yes,No,Yes,No,Yes,Two year,0,Bank transfer (automatic),63.8,3007.25,0,25-48,2,0.5332226389030456,-0.406308855423714
2854,Female,0,1,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.55,252.75,0,0-12,1,-1.828408557567108,-0.5562801189747942
2855,Male,1,1,0,70,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),88.55,6306.5,0,49-72,0,2.432466347496929,-0.4120442132436923
2856,Male,1,0,0,67,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),101.4,6841.05,0,49-72,0,2.7274568871050726,-0.0137884917919818
2857,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,81.95,81.95,1,0-12,3,-1.095197056259007,1.2881007978442691
2858,Male,0,1,0,7,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.35,451.1,1,0-12,3,-1.0516451444325454,0.7979094428044254
2859,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.6,44.6,0,0-12,1,-1.7091850574939915,0.3053489063410979
2860,Male,0,0,0,4,1,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),63.75,226.2,0,0-12,3,-1.2773832595477628,0.7306579704371774
2861,Female,0,1,1,66,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),109.25,7082.5,0,49-72,0,2.9019365861611432,0.2112022320783046
2862,Female,0,0,0,12,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,84.6,1017.35,0,0-12,3,-0.5237205369630671,1.0606804858985377
2863,Female,0,0,0,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.45,527.35,0,13-24,1,-1.425900518598088,-0.912534609676611
2864,Male,0,0,0,26,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,85.75,2146.5,0,25-48,3,0.1497217933228678,0.7143441483142265
2865,Female,0,0,0,6,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,91.1,455.3,1,0-12,3,-0.7223621006792369,1.395397722352496
2866,Male,0,1,0,57,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Electronic check,107.95,5969.85,0,49-72,0,2.346466249067937,0.4294906598783985
2867,Male,0,1,0,14,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,86.1,1235.55,1,13-24,3,-0.3892547285226332,1.0448534724831495
2868,Female,0,1,1,42,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,22.95,1014.25,0,25-48,2,-0.8266771885263576,-1.304945655664614
2869,Male,0,0,0,25,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),94.7,2362.1,1,25-48,3,0.3343761356248008,0.9690035581916768
2870,Female,0,1,0,64,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.45,1225.65,0,49-72,2,-0.3127247617131153,-1.9468955485485917
2871,Male,0,1,0,22,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.1,1873.7,1,13-24,3,-0.033262750055873,0.8034902600632591
2872,Male,0,0,0,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),19.7,386.5,0,13-24,1,-1.5948916279364376,-0.8048440544498277
2873,Female,0,1,1,61,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.15,6010.05,1,49-72,0,2.308625000082979,0.0977039301027208
2874,Male,0,1,0,22,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),87.0,1850.65,0,13-24,3,-0.0093502273427265,0.8541546757770093
2875,Male,1,1,0,70,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,102.95,7101.5,1,49-72,0,2.898237911400387,-0.0541665544203447
2876,Male,0,0,0,12,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),79.95,1043.4,0,0-12,3,-0.5911524368299051,0.9375033700098048
2877,Female,0,1,0,31,1,No,DSL,Yes,No,No,Yes,No,Yes,One year,1,Electronic check,64.0,1910.75,0,25-48,3,-0.155063785076658,0.0241671546591121
2878,Female,0,0,0,11,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,64.9,716.1,0,0-12,3,-0.9532905874635436,0.5746449967856978
2879,Male,0,1,1,68,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.75,1686.15,0,49-72,2,0.0165581840585726,-1.8922800505632864
2880,Female,1,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),90.15,6716.45,0,49-72,0,2.6248123441214246,-0.4303994653696665
2881,Male,1,0,0,67,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),116.1,7839.85,0,49-72,0,3.2578735663185308,0.3465043058838595
2882,Female,0,0,0,60,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.95,6236.75,0,49-72,0,2.445678632895077,0.2690970241850339
2883,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.05,45.05,1,0-12,1,-1.7017876116959798,0.3171892905760757
2884,Female,1,0,1,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.0,71.0,1,0-12,3,-1.2752015706772957,0.9999847814598056
2885,Male,0,1,1,58,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,0,Mailed check,50.0,2919.85,0,49-72,2,0.5389857642581823,-1.0394689085197473
2886,Female,1,1,1,47,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),70.55,3309.25,1,25-48,0,0.7308202294638974,-0.236651556521743
2887,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.7,79.7,1,0-12,3,-1.1321842852490664,1.2288988766693794
2888,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.45,20.45,0,0-12,1,-2.106181315320629,-0.3300850476027198
2889,Male,0,0,0,22,1,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,59.0,1254.7,1,13-24,3,-0.636290651180224,0.1327095143999833
2890,Female,0,0,0,48,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,1,Credit card (automatic),60.35,2896.4,1,25-48,2,0.4681046845161751,-0.5189243804701277
2891,Female,0,1,0,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.85,717.5,0,25-48,2,-1.0793559422130723,-1.2549544780829118
2892,Male,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,19.95,253.8,0,13-24,1,-1.76845635941853,-0.6463034447261289
2893,Male,0,0,0,43,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),26.45,1110.05,0,25-48,2,-0.7189472604360524,-1.2400691745237813
2894,Female,0,0,0,6,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,63.4,348.8,0,0-12,3,-1.2008384562493224,0.6686776780854622
2895,Male,0,0,0,71,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),53.95,3888.65,0,49-72,2,1.1874727250877923,-1.2830089856570854
2896,Female,1,1,1,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.25,69.25,1,0-12,3,-1.3039694154473418,0.9539388427682244
2897,Female,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,1,Electronic check,95.1,6843.15,0,49-72,0,2.7419096374411795,-0.30343288677073
2898,Female,1,0,0,6,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,74.1,450.9,0,0-12,3,-0.9981239164535292,0.9477551116397376
2899,Male,0,1,1,12,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,35.5,432.25,0,0-12,1,-1.4881438110587974,-0.2168072664847748
2900,Male,0,0,0,25,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,70.95,1767.35,1,25-48,3,-0.2235944910333604,0.359466357379505
2901,Female,0,1,0,21,1,No,Fiber optic,No,No,Yes,Yes,No,No,One year,0,Electronic check,79.2,1742.45,0,13-24,3,-0.1901436618219595,0.676354806459886
2902,Female,0,1,1,6,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,48.8,297.35,0,0-12,1,-1.4516574578524246,0.2855150333369297
2903,Male,0,1,0,20,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,89.0,1820.45,1,13-24,3,-0.0321420762600728,0.9571066174717896
2904,Male,0,1,0,18,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.4,1742.95,1,13-24,3,0.0668075473987326,1.2825785720139633
2905,Female,0,0,0,43,1,No,DSL,No,Yes,No,Yes,No,No,One year,0,Electronic check,55.45,2444.25,0,25-48,2,0.1407649375052285,-0.5121596537451993
2906,Female,0,1,1,35,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.4,949.8,0,25-48,2,-0.9678058541596716,-1.0655662882385957
2907,Female,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),73.5,73.5,1,0-12,3,-1.23410464957723,1.0657646938763496
2908,Male,1,1,0,32,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,93.5,2970.8,0,25-48,3,0.6553870320020032,0.7478959715628369
2909,Male,0,0,0,52,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),63.9,3334.95,0,49-72,2,0.7465471158112674,-0.5361499003826296
2910,Male,0,0,0,32,1,No,DSL,No,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),64.85,2010.95,0,25-48,3,-0.0888278952311213,0.0191271346482637
2911,Female,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),63.8,4684.3,0,49-72,0,1.603084172789648,-1.0697213329590651
2912,Male,0,0,0,51,0,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),44.45,2181.55,0,49-72,2,0.0709650157757834,-0.9926598241830672
2913,Male,0,1,1,68,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.95,1303.25,0,49-72,2,-0.1894400149563849,-2.034737487981965
2914,Male,1,1,0,8,0,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Mailed check,43.35,371.4,0,0-12,1,-1.4717000095372037,0.0905134428996854
2915,Male,0,1,0,49,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,0,Credit card (automatic),49.65,2409.9,0,49-72,2,0.1757051783877019,-0.8123839059969936
2916,Female,0,1,0,72,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,85.1,6155.4,0,49-72,0,2.378648172656228,-0.548306738306394
2917,Male,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.5,829.1,1,0-12,3,-0.4723063108115765,1.427033974643403
2918,Female,0,1,0,28,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,92.35,2602.9,1,25-48,3,0.4364244033713176,0.8264328400438267
2919,Male,0,0,0,54,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,0,Mailed check,89.8,4667.0,0,49-72,0,1.601798756209884,0.0607058026551974
2920,Male,0,0,0,11,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.55,824.75,1,0-12,3,-0.7656066686117796,0.825890266511536
2921,Female,0,1,1,50,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,0,Mailed check,103.05,5153.5,0,49-72,0,1.866037573525963,0.4955212146383211
2922,Female,0,1,0,69,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,116.0,8182.85,0,49-72,0,3.403127195259533,0.2851753172659679
